Job_Title,Company_name,Job_skills,Job_location,Company_Experience
Therapy Business Manager,Abbott,"['Pharma', 'Finance', 'Packaging', 'Market research', 'Operations', 'Salesforce', 'Management', 'Marketing']",Remote,1-5 Yrs
Sales Representative II/Territory Manager,Medtronic,"['MS Office suite', 'Interpersonal skills', 'Sales', 'Sales Representative', 'Analytical', 'Regional sales', 'Healthcare', 'Business management']",Gurgaon/Gurugram,3-7 Yrs
Sales Representative II/Territory Manager - CRDN,Medtronic,"['Market development', 'Administration', 'Medical devices', 'MIS', 'Clinical trials', 'Healthcare', 'Account management', 'Customer relationship']",New Delhi,4-6 Yrs
Business Development Executive,IndustryARC.com_x001A_,"['Business services', 'Consultative sales', 'C', 'Telesales', 'Business Development Manager', 'Market intelligence', 'Service sales', 'Strategic alliances']",Hyderabad/Secunderabad,0-3 Yrs
Business Development Executive,Ortez Infotech,"['Lead Generation', 'Client Meeting', 'Business development', 'Development', 'Generation', 'Client']","Kochi, Kerala",0-1 Yrs
Business Development Executive,Panzer Technologies,"['Business Development', 'BDE', 'Excel', 'Sales', 'Mailing', 'business development strategy', 'Email', 'Development']",Hyderabad/Secunderabad,0-2 Yrs
Business Development Executive,Techzenure,"['Business Development', 'Business Acquisition', 'Bd', 'New Client Acquisition', 'Business Generation', 'New Business Development', 'New Business Acquisition', 'Generation']",Hyderabad,0-1 Yrs
Business Development Executive (Looking For immediate joiners),Magna Health & It Solutions,"['business development', 'medico marketing', 'marketing', 'Product Promotion', 'client relationship management', 'Brand Development', 'Brand Management', 'Pharmacology']",Hyderabad,0-5 Yrs
Business Development Executive,Decorpot,"['Presentation Skills', 'Communication Skills', 'Sales', 'Convincing Power', 'Business Development', 'B2C Sales', 'Inside Sales', 'Development']","Noida, Uttar Pradesh, Hyderabad, Telangana(Kompally), Bengaluru(Sector 4 HSR Layout  +1)",0-1 Yrs
Business Development Executive/Officer,S And T Welcareequipmentspltd,"['Interpersonal skills', 'Relationship building', 'Business Development Executive', 'Interpersonal', 'Building', 'Business development', 'Interpersonal Skill', 'Development']","Chennai, Bangalore/Bengaluru",0-2 Yrs
Business Development (Sales) intern,Oyelabs,"['Cold calling', 'Interpersonal skills', 'Sales', 'Bidding', 'business development intern', 'Senior management', 'sales intern', 'Customer service']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-0 Yrs
Business Development & Sales,Super Scholar,"['Cold calling', 'Business administration', 'Sales', 'Excel', 'Sales Account Executive', 'Business Development Executive', 'Business Development Representative', 'CRM']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-3 Yrs
Sr. Executive or Asst. Manager - Channel Sales Development,Aakruthi Group,"['Sales', 'Executive', 'Sales development', 'Customer relationship', 'Management', 'channel sales development', 'assistance', 'sr']",Bangalore/Bengaluru,0-3 Yrs
Sales Executive and Area Sales Manager,ADVANCED LIFESCIENCES PVT. LTD.,"['Medical devices', 'Cardiovascular', 'General surgery', 'Area sales', 'Project management', 'Critical care', 'Sales Executive', 'Management']",Delhi,0-2 Yrs
Opening For Sales / Business Development - Logistics,Swift Cargo Pvt Ltd,"['Ocean Freight', 'Sea Freight', 'BDE', 'Import', 'Port', 'export & import', 'logistics', 'BDM']","Hyderabad, Mumbai (All Areas)",0-5 Yrs
Sales Executive / Senior Sales Executive / Assistant Manager Sales,Fillezy Packaging Solution,"['Analytical skills', 'Power house', 'Lead generation', 'Sales', 'Packaging', 'Business Development Executive', 'Sales process', 'Sales Executive']","Ludhiana, Mumbai, Raigad, Chennai, Jamalpur, Gurgaon/Gurugram, Manesar",0-4 Yrs
Sales Executive / Senior Sales Executive / Assistant Manager Sales,Rustx - Hi Tech International,"['Analytical skills', 'Power house', 'Sales', 'Chemical', 'Packaging', 'Business Development Executive', 'Sales process', 'Sales Executive']","Ludhiana, Mumbai, Raigad, Chennai, Jamalpur, Gurgaon/Gurugram, Manesar",0-4 Yrs
Sales Executive and Asst Sales Manager - Shipping,Pplanet Hr Services,"['Assistant Manager', 'Branch', 'Shipping Manager', 'Export import documentation', 'Shipment', 'Sales Executive', 'Sales executive activities', 'Sales']",Mumbai,0-4 Yrs
Professional Sales Manager,Naos Skin Care India,"['Pharma Selling', 'Negotiation', 'Dermatology', 'Pharma Marketing', 'Pharmaceutical Sales', 'Medical Sales', 'MR', 'Skin Care']","Noida, Uttar Pradesh, Delhi / NCR",0-2 Yrs
Account Sales Representative,-,"['Sales', 'Banking', 'BFSI', 'Cross Sales', 'Bancassurance', 'Credit Cards', 'Marketing', 'Direct']","Bharuch, Gujarat, Navsari, Gujarat, Vadodara, Gujarat",0-4 Yrs
Sales Executive / Manager,Advanced Power Sources,"['Cold calling', 'Interpersonal skills', 'Sales planning', 'Sales', 'Networking', 'ISO 9001', 'Social media', 'Market research']","Mumbai, Pune",0-5 Yrs
Data Engineer,Blink Health,"['Supply chain', 'Economics', 'Pharma', 'Pharmacy', 'Project management', 'Cloud', 'Healthcare', 'Doctor']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-3 Yrs
Assistant Manager - Production ( Packing ) ( Pharma Only ),Stanford Laboratories,"['packing officer', 'executive production', 'Packaging', 'GMP', 'PM', 'Production management', 'Pharmaceutical', 'Management']",Mehatpur UNA,1-3 Yrs
MEDICAL CODERS,BLUE CHIP HR SOLUTIONS PVT LTD,"['Excel', 'Word', 'Pharmacy', 'Pharma', 'Healthcare', 'Medical', 'Powerpoint', 'Medical coding']","Hyderabad, Chennai, Bengaluru, Trivandrum",3-5 Yrs
Product Manager- Pharma/Life Sciences Background is mandatory,Axtria,"['Product Management', 'Product Portfolio', 'product owner', 'Product Life Cycle Management', 'Product Planning', 'Product Strategy', 'enterprise product', 'Product Roadmap']","Hybrid - Noida, Uttar Pradesh, Gurugram, Haryana, Delhi / NCR",9-14 Yrs
Pharmacovigilance Associate,Mabbit Communications,"['Pharmacovigilance', 'Drug', 'Microbiology', 'Pharmaceutical Quality Control', 'Pharmaceutical Production', 'Pharmacy Practice', 'Pharmacology', 'Dental Surgery']",Remote,0-5 Yrs
Openings For Stores Department-Preferred Only Pharma,Meyer Organics,"['Stores Warehouse', 'Warehouse', 'Stores', 'Pharmaceutical']",Bangalore/Bengaluru,0-4 Yrs
ONLY Freshers - Medical Representative,Nouveau Medicament,"['Understanding English and ability to speak English', 'Medical', 'Spoken english', 'English']","Hybrid - Vijayawada, Andhra Pradesh, Hyderabad, Telangana, Bengaluru",0-0 Yrs
Business Development Representative,Cointab Software,"['Business Development', 'Sales', 'New Client Acquisition', 'Lead Generation', 'Technical Sales', 'New Business Development', 'Sales Development', 'Prospecting']","Mumbai, Maharashtra, Mumbai Suburban, Maharashtra, Mumbai (All Areas)",0-1 Yrs
Officer / Executive  - Quality Control,Natco Pharma,"['Method Development', 'QC', 'Method Validation', 'HPLC', 'Quality Control', 'Process Validation', 'Analytical Method Validation', 'Analytical Research Development']","Hyderabad/Secunderabad, Nagarjuna Sagar",2-6 Yrs
Business Development Executive,Salud Care (i),"['Networking', 'Pharma', 'Contract manufacturing', 'Business Development Executive', 'Business development', 'Contracts', 'Manufacturing', 'Development']","Mumbai, Hyderabad/Secunderabad, Sanand, New Delhi, Ahmedabad",2-4 Yrs
Area / Territory Sales Manager,Videojet Technologies,"['Direct sales', 'CRO', 'Business system', 'Sales operations', 'Pharma', 'Clinical research', 'Workflow', 'Life sciences']",Hyderabad/Secunderabad,3-5 Yrs
Sales Manager,Medtronic,"['Direct sales', 'Procurement', 'Market development', 'Operational excellence', 'Sales', 'Nursing', 'Cardiovascular', 'Pharma']",Mumbai,3-8 Yrs
Business Development and Sales Executive,IndiaMART,"['Field Sales', 'Bde', 'Client Onboarding', 'New Client Acquisition', 'B2C Sales', 'Client Acquisition', 'Direct Sales', 'Concept Selling']",Chennai(Vadapalani +1),0-5 Yrs
Banking Jobs - Branch Sales Officer in Mumbai,Tekpillar,"['Sales', 'BDE', 'BFSI', 'Medical Sales', 'Corporate', 'FMCD', 'FMCG', 'Manager']","Mumbai Suburban, Maharashtra, Navi Mumbai, Maharashtra, Mumbai (All Areas)",0-4 Yrs
Production Executive,Mantras2Success Consultants,"['Supply chain', 'Automation', 'Pharma', 'Process improvement', 'CAD', 'Packaging', 'Healthcare', 'GMP']",Ahmedabad,0-3 Yrs
Area Business Manager - Florina,Zuventus Healthcare,"['goal settings', 'MIS', 'Secondary sales', 'target matrix', 'Sales', 'Management', 'Target', 'Matrix']",Hyderabad/Secunderabad,0-4 Yrs
Sales & Marketing Manager (Human Pharma ),Natural Herbs & Formulations,"['Sales And Marketing', 'Sales Development', 'Business Development', 'Pharma Selling', 'Tablets', 'Sales Strategy', 'Sales Management', 'Sales Promotion']","Haridwar, Uttarakhand, Dehradun, Uttarakhand, Roorkee, Uttarakhand",5-10 Yrs
Senior Sales Execuetive-  Pharma/ Medical/ Diagnostics,AARNA HR SOLUTIONS PVT. LTD.,"['Lead generation', 'Networking', 'Senior Sales Executive', 'Customer satisfaction', 'Pharma', 'Market research', 'hr solutions', 'Customer relationship']",Bengaluru,2-4 Yrs
Executive BD,Nephroplus,"['Legal drafting', 'Nephrology', 'Networking', 'Senior management', 'Pharma', 'Analytical', 'Consulting', 'Healthcare']",Hyderabad/Secunderabad,4-7 Yrs
Sr . Executive - Business Development,Apollo HomeCare,"['Contract review', 'Sales', 'Pharma', 'Standard operating procedures', 'New market development', 'Healthcare', 'Business Development Executive', 'MS Office']","Bhubaneswar, Madurai, Kolkata, Visakhapatnam, Hyderabad/Secunderabad, New Delhi, Mysore/Mysuru, Pune, Chennai, Bangalore/Bengaluru",3-5 Yrs
Regional Sales Manager (2nd Line Mgr.)- Pharma - Lucknow,LKSA-RSM-PHARMA-GYNE/GASTRO-LUCKNOW,"['regional manager', 'regional business manager', 'regional sales manager', 'Divisional Sales Manager', 'RSM', '2nd Line Manager', 'RBM', 'DBM']","Lucknow, Uttar Pradesh",12-19 Yrs
Sr . Executive - Business Development,Apollo HomeCare,"['Basic', 'Contract review', 'Sales', 'Pharma', 'Standard operating procedures', 'New market development', 'Healthcare', 'MS Office']","Bhubaneswar, Madurai, Kolkata, Visakhapatnam, Hyderabad/Secunderabad, New Delhi, Mysore/Mysuru, Pune, Chennai, Bangalore/Bengaluru",3-5 Yrs
Regional Sales Manager - Pharma  Cardia Diabetic Segments Chennai,A Reputed Pharma Company,"['cardia', 'Area Sales', 'Diabetes', 'Rsm', 'Pharmaceutical Sales', 'Pharma Selling', 'Sales', 'Pharmaceutical']","Chennai, Tamil Nadu",10-15 Yrs
Therapy Manager( Women Sales Professional ),Cipla,"['Pharma Selling', 'Sales', 'Medical Rep', 'Pharmaceutical Sales', 'Selling', 'MR', 'sales officer', 'Secondary Sales']","Hyderabad, Telangana, Agra, Uttar Pradesh, Raipur, Chhattisgarh",1-6 Yrs
Regional Sales Manager,Siemens,"['Printing', 'NBFC', 'Pharma', 'Packaging', 'Leasing', 'Asset management', 'Sales process', 'MS Office']",Hyderabad/Secunderabad,8-10 Yrs
Professional Sales Manager,Abbott,"['Pharma', 'Finance', 'Packaging', 'Market research', 'Operations', 'Salesforce', 'Management', 'Marketing']",Hyderabad/Secunderabad,2-8 Yrs
Technical Sales/Business Development Manager,Gigabyte Networks,"['Wireless', 'Cloud computing', 'C++', 'Networking', 'Sales operations', 'Linux', 'PAAS', 'Technical sales']","Ludhiana, Mumbai, Chandigarh, Delhi",0-3 Yrs
Medical Sales Representative,RIGHT STEP CONSULTING PRIVATE LIMITED,"['Medical Sales Representative', 'medical sales', 'Area sales', 'Healthcare', 'PHP', 'HTTP', 'Medical Representative', 'Sales management']",Noida,0-3 Yrs
Medical Sales Representative,Anupam Pharmaceutical,"['Medical Sales Representative', 'Time management', 'Relationship', 'Healthcare', 'medical sales', 'management', 'time managements', 'sales']",New Delhi,0-4 Yrs
Opening For Claims Manager,Care Health Insurance (CHI),"['TPA', 'Bums', 'Bpt', 'BHMS', 'BAMS', 'Pharma Selling', 'Bds', 'pharma fresher']",Mumbai (All Areas),0-5 Yrs
Sales Representative Medical Equipment,Hosco,"['Cold calling', 'equipment sales', 'Sales strategy', 'Interpersonal skills', 'Sales', 'Field Sales Representative', 'Salesforce.com', 'Healthcare']",Kolkata,0-3 Yrs
Medical Sales Representative,Skinnovation,"['Medical Sales Representative', 'Training', 'Sales', 'After sales service', 'Healthcare', 'Scheduling', 'Management', 'Research']",Bangalore/Bengaluru,0-2 Yrs
Senior Medical Representative,The Ruby Mills Ltd,"['Medical sales', 'Pharma sales', 'marketing', 'selling', 'Medical Representative', 'Pharma selling', 'Senior', 'Sales']",Hyderabad/Secunderabad,3-5 Yrs
Sr. Medical Representative,The Ruby Mills Ltd,"['Medical sales', 'Pharma sales', 'medical marketing representative', 'Medical Representative', 'Marketing', 'Medical', 'Sales', 'Pharma selling']",Hyderabad/Secunderabad,3-5 Yrs
Medical Representative,Acro Tech Infrastructure,"['Pharma Selling', 'Medical Sales', 'MR', 'Communication Skills', 'Area Sales Management', 'Territory Management', 'Sales', 'Pharmaceutical']","Noida, Uttar Pradesh, Delhi / NCR",1-2 Yrs
Medical Representative- All India,Centaur Pharmaceuticals,"['FSO', 'medical representative', 'Retail Sales', 'Sales', 'Business manager', 'Territory Manager', 'PSO', 'Management']","Cannanore/ Kannur, Kerala, Hyderabad, Telangana, Trivandrum/Thiruvananthapuram",1-4 Yrs
Resident - Medical Services,Apollo Hospitals,"['Training', 'Pediatrics', 'Internal medicine', 'Medical services', 'Patient care', 'Clinical trials', 'medical records', 'Research']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-3 Yrs
Pre - Sales Executive Marketing Coordinator,Ayukrt,"['Administration', 'Pre Sales Executive', 'Excel', 'Assistant Executive', 'Pharma', 'MIS', 'Marketing Coordinator', 'Marketing Executive']",Mumbai,0-2 Yrs
Medical Device Sales Representative,Medinfra,"['Cold calling', 'Sales', 'Networking', 'Customer satisfaction', 'Social media', 'Healthcare', 'Market research', 'Sales Executive']",New Delhi,0-3 Yrs
Urgent Hiring For Associate Sales Officer(Field sales/Insurance sales),Teamlease Services Limited,"['Insurance Sales', 'Credit Card Sales', 'Insurance Operations', 'Casa Sales', 'Insurance Marketing', 'Loan Sales', 'Field sales', 'Sales']","Visakhapatnam, Andhra Pradesh, Guntur, Andhra Pradesh, Hyderabad, Telangana",0-5 Yrs
Medical Rep - Pharma marketing,Quepreon,"['Communication Skills', 'Sales And Marketing', 'Pharmaceutical', 'Marketing', 'Medical', 'Pharma marketing', 'Marketing', 'Medical Rep']",Bangalore/Bengaluru,1-3 Yrs
Biotech jobs in Gurgaon-Medical Representative,Right Step Consulting,"['English', 'Biotechnology', 'Pharmacy', 'Target achievement', 'Pharma', 'Clinical research', 'PHP', 'HTTP']",Gurgaon,2-6 Yrs
Medical Representative,McW Healthcare,"['English', 'Email', 'Pharma', 'Pharmacy', 'Healthcare', 'Projections', 'Time', 'Management']","Bhubaneshwar, Jaipur",1-5 Yrs
Medical Representative,Arrow Staffing Solution,"['Basic', 'Trade', 'Biotechnology', 'Interpersonal skills', 'Sales', 'Pharma', 'Healthcare', 'Clinical research']","Delhi, Ahmedabad, Jaipur, Surat, Vadodara",1-4 Yrs
Medical Representative,DC Consultants,"['Biotechnology', 'Sales', 'Pharma', 'Formulation', 'Critical care', 'Healthcare', 'Clinical research', 'Medical Representative']",Kolhapur,2-4 Yrs
Asst. Manager - Administration (Pharma) (Palghar),Bliss Gvs Pharma,"['administration management', 'security management', 'sop preparation', 'Canteen Management', 'facility management', 'pest control', 'transportation', 'Pharmaceutical']","Palghar, Maharashtra",5-10 Yrs
Sales & Marketing Executive  ( 20),Wonder Hospital,"['Sales And Marketing', 'Pharma Selling', 'Medical Sales', 'Field Marketing', 'Corporate Marketing', 'Marketing Executive', 'Branding', 'Hospital Marketing']","Faridabad, Haryana",0-5 Yrs
"Medical Coding Jobs For B.sc, M.sc, Mphil Biology, Botany, Zoology Gra",Achievers Spot,"['msc biology', 'biology', 'msc zoology', 'botany', 'bsc zoology', 'medical coding freshers jobs in chennai', 'medical coding intern', 'Physiotherapy']","Tirupati, Chennai, Bangalore/Bengaluru",0-1 Yrs
Medical Coding Freshers - BPT/MPT Graduates required,Nestem Technologies,"['bio science', 'freshers', 'medical coding', 'paramedical', 'life science', 'biotechnology', 'bhms', 'physician asst']",Chennai,0-0 Yrs
Sales Executive - Inside Store,Reliance Retail - Smart Point,"['Printing', 'Retail', 'Stock replenishment', 'Time management', 'Billing', 'Customer service', 'Sales Executive', 'Management']",Hyderabad/Secunderabad,0-1 Yrs
"Medical Coding - Microbiology, Biotechnology, Biochemistry Freshers",Nestem Technologies,"['biotechnology', 'bio science', 'microbiology', 'medical coding', 'biochemistry', 'cardiac perfusion', 'bhms', 'nutrition&dieteetics']",Chennai,0-0 Yrs
Medical Coding Jobs For  Applied / Medical / Industrial Biotechnology,Nestem Technologies,"['bio science', 'freshers', 'medical coding', 'paramedical', 'life science', 'biotechnology', 'bhms', 'physician asst']",Chennai,0-0 Yrs
Medical Coding Jobs - Operation Theatre Tech Graduates,Nestem Technologies,"['bio science', 'freshers', 'medical coding', 'paramedical', 'life science', 'biotechnology', 'bhms', 'physician asst']",Chennai,0-0 Yrs
"Medical Coding Freshers - BSc/MSc Biochem, Biotechnology",Nestem Technologies,"['bio science', 'freshers', 'microbiology', 'medical coding', 'life science', 'cardiac perfusion', 'biotechnology', 'bhms']",Chennai,0-0 Yrs
"Medical Coding Freshers - BSc Medical Lab Tech, Cardiac Perfusion",Nestem Technologies,"['freshers', 'medical coding', 'paramedical', 'life science', 'pharma', 'biotechnology', 'bhms', 'biology']",Chennai,0-0 Yrs
Medical Coding Analysts - Chennai (Only Freshers),Nestem Technologies,"['bio', 'freshers', 'medical coding', 'paramedical', 'life science', 'biotechnology', 'bhms', 'physician asst']",Chennai,0-0 Yrs
Medical Coding Jobs For BSc/MSc Physics Training and Job,Nestem Technologies,"['bio', 'freshers', 'medical coding', 'paramedical', 'life science', 'biotechnology', 'bhms', 'physician asst']",Chennai,0-0 Yrs
Medical Officer - Doctor - MBBS - BHMS - ( Resident Medical Officer ),"Leading Hospital in Bharuch , Surat , Vadodara And Many Other Location in Gujarat Based Hospitals","['MBBS', 'Hospital Administration', 'Doctor', 'BHMS', 'Medical Officer', 'Health Care Services', 'OPD', 'Medical Services']","Bharuch, Gujarat, Surat, Gujarat, Vadodara, Gujarat",0-5 Yrs
Production Manager,D Source,"['Pharma', 'Formulation', 'Shop floor', 'Sop preparation', 'Standard operating procedures', 'Packaging', 'Ointment', 'Manufacturing operations']",Nasik/Nashik,0-2 Yrs
Production Manager,D'source,"['Fabrication', 'Quality standards', 'Production supervising', 'Pressure vessels', 'Product service', 'Pharma', 'Industrial products', 'Production']",Nasik/Nashik,0-5 Yrs
Manager - BD (Regulatory & Clinical - EU & ROW markets),Makro Group,"['Medical devices', 'ISMS', 'Networking', 'ISO 20000', 'Pharma', 'Consulting', 'ISO 27001', 'Team development']",Hyderabad/Secunderabad,5-8 Yrs
Medical Coders - BDS / BPT/BHMS - Medi Infotech,Medi Infotech,"['Medical Coding', 'Clinical Pharmacy', 'Ayurveda', 'Medical Training', 'Physiotherapy', 'Pharmacology', 'ICD', 'Medical Research']","Hyderabad, Telangana",0-1 Yrs
Manager - BD (Regulatory & Clinical - EU & ROW markets),Makrocare,"['Medical devices', 'ISMS', 'Networking', 'ISO 20000', 'Pharma', 'Consulting', 'ISO 27001', 'Team development']",Hyderabad/Secunderabad,5-8 Yrs
MENA - Area Business Manager (Excipient Pharma),Nitika Pharmaceutical Specialities,"['Middle East', 'Excipients', 'MEA', 'API', 'Sales And Business Development', 'EMEA', 'Export Sales', 'Active Pharmaceutical Ingredient']","Nagpur, Maharashtra",1-6 Yrs
Sr. Business Development Manager - Freight - Healthcare,Client of Nexus Manpower,"['Sales', 'Pharma', 'BD', 'Healthcare', 'BDM', 'Lifescience', 'Pharmaceutical', 'Business development']","Hyderabad, Telangana",7-12 Yrs
Customer Care Executive,Tricolour Manpower Solutions Llp,"['Inbound Voice Process', 'English', 'Domestic BPO', 'Customer Care', 'Voice Process', 'Customer Service', 'Cce', 'Domestic']","Hyderabad, Telangana(Kondapur +3)",0-0 Yrs
Account Executive,GsT Suvidha Kendra,"['Gst', 'Auditing', 'Tally Accounting', 'TDS', 'SAP', 'Tally ERP', 'TDS Calculation', 'Gst Filing']","Hybrid - Hyderabad(Abids +11), Chennai(Abiramapuram), Thiruvananthapuram, Kerala",0-5 Yrs
Voice Process Executive - Fresher,tricolour,"['Good English Communication', 'Fresher', 'Hindi', 'Voice Process', 'BPO', 'Domestic Voice Process', 'Domestic BPO', 'Voice']","Hyderabad, Telangana(Kondapur +4)",0-0 Yrs
Customer Care Executive,Tricolour Manpower Solutions Llp,"['Inbound Voice Process', 'English', 'Telecalling', 'Hindi', 'Voice Process', 'Cce', 'Customer Care', 'Process']","Hyderabad, Telangana(Kondapur +4)",0-0 Yrs
Customer Care Executive,Tricolour Manpower Solutions Llp,"['English', 'Inbound Voice Process', 'Inbound Customer Service', 'Good English Communication', 'Hindi', 'Customer Service', 'Cce', 'Voice Process']","Hyderabad, Telangana(Kondapur +3)",0-0 Yrs
"Branch Manager , Gold Appraiser and Customer Care Executive",IIFL Finance,"['should have a experience in sales and marketing', 'good communication', 'Gold valuation and Appraising', 'Team handling', 'Customer Retention', 'Customer Engagement', 'Retention', 'Sales']",,
Sales Development Representative (SDR) - Freshers Can also apply,Salezshark,"['Lead Generation', 'Product Demo', 'SaaS Sales', 'Outbound outreach', 'sales development', 'verbal communication', 'Inside Sales', 'B2B Sales']","New Delhi, Delhi",0-5 Yrs
Area Sales Manager,Leading Manufacturing Company,"['OEM Sales', 'OEM Operation', 'Product Sales', 'Area Sales', 'Industrials Pumps Sales', 'Dealer Management', 'Industrial Sales', 'Sales And Marketing']","Hyderabad, Bengaluru",0-5 Yrs
Sales Manager - Individual Contributor,Techokids,"['Coding', 'Artificial Intelligence', 'Manager Technology', 'Resource management', 'b2c sales', 'Product marketing', 'Robotics', 'Counselling']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-5 Yrs
Relationship Manager - Field Sales,Bluebear Technology,"['Communication Skills', 'Field Sales', 'Client Onboarding', 'Lead Generation', 'Sales', 'Convincing Power', 'Onboarding', 'Relationship management']","Hyderabad, Telangana, Bengaluru, Mumbai (All Areas)",0-3 Yrs
Regional Business Manager  - Ranchi,Morepen Rx Ltd.,"['Target Achievement', 'Team Handling', 'Strategic Planning', 'Team Motivation', 'Pharma Sales', 'Team Management', 'Product Awareness', 'Team Coordination']","Hybrid - Ranchi, Jharkhand",12-15 Yrs
Territory Business Manager,Panacea Biotec,"['Sales And Marketing', 'Territory Sales Management', 'Territory Management', 'Pharma Marketing', 'Pharmaceutical Sales', 'Sales', 'Pharmaceutical', 'Territory']",Remote,2-4 Yrs
Territory Business Manager,Panacea Biotec,"['Sales And Marketing', 'Territory Sales Management', 'Territory Management', 'Pharma Marketing', 'Pharmaceutical Sales', 'Sales', 'Pharmaceutical', 'Management']",Remote,2-4 Yrs
Territory Business Manager,Panacea Biotec,"['Sales And Marketing', 'Territory Sales Management', 'Territory Management', 'Pharma Marketing', 'Pharmaceutical Sales', 'Pharmaceutical', 'Sales', 'Management']",Remote,2-4 Yrs
Territory Business Manager,Panacea Biotec,"['Sales And Marketing', 'Territory Sales Management', 'Territory Management', 'Pharma Marketing', 'Pharmaceutical Sales', 'Sales', 'Pharmaceutical', 'Territory']",Remote,2-4 Yrs
Territory Business Manager,Panacea Biotec,"['Sales And Marketing', 'Territory Sales Management', 'Territory Management', 'Pharma Marketing', 'Pharmaceutical Sales', 'Sales', 'Pharmaceutical', 'Management']",Remote,2-4 Yrs
Territory Business Manager,Panacea Biotec,"['Sales And Marketing', 'Territory Sales Management', 'Territory Management', 'Pharma Marketing', 'Pharmaceutical Sales', 'Sales', 'Territory sales', 'Territory']",Remote,2-4 Yrs
Territory Business Manager,Panacea Biotec,"['Sales And Marketing', 'Territory Sales Management', 'Territory Management', 'Pharma Marketing', 'Pharmaceutical Sales', 'Pharmaceutical', 'Sales', 'Management']",Remote,2-4 Yrs
Territory Business Manager,Panacea Biotec,"['Sales And Marketing', 'Territory Sales Management', 'Territory Management', 'Pharma Marketing', 'Pharmaceutical Sales', 'Sales', 'Pharmaceutical', 'Territory sales']",Remote,2-4 Yrs
Territory Business Manager,Panacea Biotec,"['Sales And Marketing', 'Territory Sales Management', 'Territory Management', 'Pharma Marketing', 'Pharmaceutical Sales', 'Sales', 'Pharmaceutical', 'Management']",Remote,2-4 Yrs
Territory Business Manager,Panacea Biotec,"['Sales And Marketing', 'Territory Sales Management', 'Territory Management', 'Pharma Marketing', 'Pharmaceutical Sales', 'Sales', 'Pharmaceutical', 'Territory']",Remote,2-4 Yrs
Territory Business Manager,Panacea Biotec,"['Sales And Marketing', 'Territory Sales Management', 'Territory Management', 'Pharma Marketing', 'Pharmaceutical Sales', 'Sales', 'Territory sales', 'Territory']",Remote,2-4 Yrs
Territory Business Manager,Panacea Biotec,"['Sales And Marketing', 'Territory Sales Management', 'Territory Management', 'Pharma Marketing', 'Pharmaceutical Sales', 'Management', 'Territory', 'Marketing']",Remote,2-4 Yrs
Territory Business Manager,Panacea Biotec,"['Sales And Marketing', 'Territory Sales Management', 'Territory Management', 'Pharma Marketing', 'Pharmaceutical Sales', 'Sales', 'Territory sales', 'Territory']",Remote,2-4 Yrs
Territory Business Manager,Panacea Biotec,"['Sales And Marketing', 'Territory Sales Management', 'Territory Management', 'Pharma Marketing', 'Pharmaceutical Sales', 'Management', 'Territory', 'Marketing']",Remote,2-4 Yrs
Territory Business Manager,Panacea Biotec,"['Sales And Marketing', 'Territory Sales Management', 'Territory Management', 'Pharma Marketing', 'Pharmaceutical Sales', 'Pharmaceutical', 'Sales', 'Management']",Remote,2-4 Yrs
Territory Business Manager,Panacea Biotec,"['Sales And Marketing', 'Territory Sales Management', 'Territory Management', 'Pharma Marketing', 'Pharmaceutical Sales', 'Sales', 'Pharmaceutical', 'Management']",Remote,2-4 Yrs
Business Development Manager / Executive,Mylab Lifesolutions,"['medical sales', 'Executive', 'Business Development Manager', 'Pharma', 'Healthcare', 'Food safety', 'Business Development Executive', 'Veterinary']",Thane,3-10 Yrs
Sales Manager,Wise Owl Investments & Insurance Marketing,"['Insurance Sales', 'Insurance Advisory', 'Sales And Marketing', 'Sales', 'Management', 'Insurance', 'Advisory', 'Sales management']","Thane, Maharashtra, Hyderabad, Telangana, Mumbai (All Areas)(Hiranandani Estate +14)",0-5 Yrs
Business Development Executive/Business Development  Manager,Accord Technologies INC,"['New Client Acquisition', 'Client Acquisition', 'Placement', 'Client Retention', 'Vendor Management', 'Client Servicing', 'managing Team of Recruiters', 'Client Handling']",Remote,2-3 Yrs
Territory Sales Officer / Medical Representative,ZEE Labs,"['Franchisee Development', 'Pharma', 'Pharmaceutical', 'sales', 'OTC', 'Retail Sales', 'Generic', 'Distribution']","Hybrid - Kota, Bharatpur, Sikar, Jaipur, Alwar",5-10 Yrs
Sales Executive ( Pharma Raw Material ) - North India Market,Bmchemie,"['marketing', 'Pharma', 'API', 'sales', 'Raw', 'Raw material', 'Materials', 'Pharmaceutical']",Mumbai (All Areas),2-7 Yrs
